income,emi,expense,savings,emergency_fund,dependents,loans,insurance,risk
174770,77169,33384,3512,137138,4,2,2,1
59800,63140,110364,478170,2387,0,1,0,1
169967,40379,55414,73071,112808,4,0,1,1
9297,5008,125481,147892,153325,2,4,0,1
65263,74855,26575,274348,11952,2,3,2,1
169944,29376,36437,127129,87681,2,0,1,0
33548,49956,21467,320098,23901,4,3,0,1
24755,59817,12093,256094,96319,4,2,0,1
173394,9236,82597,215196,134974,0,4,0,0
99410,20096,68473,241472,44153,3,4,0,1
83229,52148,99157,220319,105711,2,1,2,1
31465,32286,64795,433394,108139,2,1,0,1
60178,10745,89637,398244,48566,2,2,2,0
89084,39879,127353,104417,68099,1,2,1,1
138768,53839,99241,23397,7704,3,0,2,1
199860,9765,125828,10002,11390,4,2,0,1
11641,33709,121119,432525,15624,4,3,1,1
83183,4959,60802,480964,124125,3,1,1,0
99593,34094,89036,372008,120333,4,2,0,0
54855,22218,111124,474224,57205,3,2,1,1
63017,43319,32455,135184,57033,3,0,1,1
168217,32735,82781,241207,126031,1,1,1,0
157783,5630,75488,134278,56289,1,4,0,1
83930,55916,11067,312802,52165,3,4,2,1
132580,20773,43939,441815,137186,3,2,2,0
14335,55008,81745,174220,3577,4,4,1,1
187941,59314,51205,404311,113583,3,0,0,0
33400,67346,97110,120120,28562,0,1,2,1
31883,71427,21094,395623,186484,4,4,2,1
113982,60746,62748,321165,62651,0,1,2,0
31539,3307,27745,170505,34555,1,3,1,0
158358,3599,138513,289437,15389,1,3,0,0
87579,6320,114817,4642,9321,0,2,2,1
162116,21971,119762,114183,117159,2,4,2,1
32476,62683,130355,70047,141868,1,4,1,1
170384,28106,25729,129354,70320,1,2,2,0
126649,37282,69739,248765,4507,0,3,0,0
135514,73563,97680,25530,15305,1,1,1,1
57044,58817,113038,46666,157245,1,1,1,1
117293,37403,144902,449360,131605,2,2,0,0
115551,55715,46855,41721,111597,2,3,1,1
10539,73029,126360,363284,152383,3,4,1,1
90981,35934,141255,271619,194202,1,0,0,1
184013,42756,90730,485383,158984,3,0,0,0
43623,63303,56062,56690,98980,2,2,2,1
166080,58704,127374,270526,178846,2,1,2,0
6110,386,57801,376156,96085,1,0,2,0
168593,23798,33027,490847,5631,1,4,2,0
50206,58582,68334,334467,53619,0,3,2,1
158652,4288,16734,214072,39008,2,3,2,0
137672,56614,13692,126745,189099,3,4,1,0
198877,14507,72931,75499,114362,1,3,2,1
108612,66600,51848,6820,8512,0,1,0,1
88420,47455,93488,183505,9711,1,1,1,1
65067,48022,122673,499479,149854,0,3,1,1
115716,72036,45342,85745,152049,0,4,0,1
111998,50021,140672,380703,66836,3,3,2,1
82017,55822,112689,80291,90450,0,4,2,1
67398,19874,67228,324814,125613,0,4,2,0
143997,3107,96388,95719,118018,1,2,2,1
27631,62444,107158,401099,150780,2,2,1,1
160655,79538,72014,281667,110285,3,0,2,0
50538,47310,125266,188362,184706,3,1,1,1
71912,14255,89183,60282,58249,0,3,2,1
128844,71979,88860,152215,4920,4,4,0,1
127734,63179,147522,52756,50235,2,4,2,1
113421,9664,76635,285369,199245,0,1,2,0
11402,4521,124693,8382,110996,1,1,2,1
19425,13111,63257,386134,192249,3,0,1,1
7175,11341,73908,156726,191967,0,1,0,1
88115,30194,94358,172648,102548,3,2,2,1
54777,5906,50751,200671,108750,4,2,2,0
36644,33521,21564,105155,158371,3,2,1,1
139757,42637,34276,343090,179311,1,0,2,0
134526,68617,45059,1532,102666,4,0,2,1
118997,74642,62168,113123,155622,1,2,2,1
41509,79417,59237,146486,63176,1,1,1,1
67059,49150,98367,41091,903,0,3,1,1
60342,42723,45572,279754,34052,1,1,0,1
102540,53533,133989,258897,180653,4,2,0,1
92388,70043,45764,232843,181585,1,4,2,1
29940,71792,18367,373908,156583,2,0,0,1
70841,21881,80233,182614,65285,3,1,0,1
103706,78437,148012,346734,106399,1,2,0,1
9544,54812,129090,361198,156516,2,1,2,1
139405,40002,141583,374994,130011,2,4,0,0
36786,74356,46244,205786,67261,0,2,2,1
25724,30416,45575,474406,76614,4,0,0,1
24359,8698,53634,117255,42864,2,3,2,0
173886,31645,66630,179243,21658,4,4,1,1
63799,52236,16265,125611,184566,2,4,0,1
163070,61339,119681,305970,55597,3,4,1,1
39361,61331,105057,151601,189646,3,2,1,1
35932,1908,40412,390463,83710,0,0,0,0
70158,30632,42309,271424,40449,3,3,1,1
115065,21695,84893,456339,25176,1,0,2,0
101854,26015,122350,328548,116751,1,2,0,0
33305,54306,131139,18318,144318,4,2,0,1
20169,25968,147457,204830,122684,4,0,0,1
111081,62497,15362,361398,139322,2,0,1,0
193717,56997,37426,379776,112637,4,3,0,0
195304,59225,89777,44858,176145,2,2,1,1
149137,41291,48805,98831,149515,2,3,2,0
24072,43290,95186,277259,5149,0,4,0,1
18621,6820,123065,436016,186115,2,2,2,0
33750,17310,65398,213614,44345,1,1,2,0
167581,386,74334,329314,40878,0,0,0,0
95352,21529,28383,135973,42889,1,4,1,0
155235,59019,93597,176173,175778,4,3,1,1
44979,40641,79377,252858,6416,1,1,1,1
136666,14393,140364,359651,118243,1,2,0,0
29009,94,90636,183293,98453,3,1,2,0
198366,20860,82812,328231,139558,1,0,1,0
23330,40078,53336,8070,1320,3,1,1,1
97995,15589,46375,43085,60840,0,0,0,1
102047,22426,40982,321864,147818,2,1,0,0
81034,62798,108388,456201,165664,2,3,1,1
113417,21159,99788,24003,105722,3,4,0,1
27205,56955,17464,213718,9840,0,0,1,1
25927,15329,25791,314771,128885,4,2,1,0
114554,34370,61408,353085,154775,2,4,2,0
40416,72439,28242,181326,79324,1,4,1,1
90078,32294,144756,417011,191373,3,3,1,0
95027,55372,80366,94176,119667,3,0,0,1
96291,59486,75552,467060,160726,4,1,1,1
192823,6259,129746,107772,117928,3,4,1,1
163455,23404,82656,136774,100965,4,3,0,1
108182,73844,134983,34142,109699,2,1,2,1
107281,28893,19388,62969,36660,4,0,1,0
199068,111,125370,17545,171240,3,4,2,1
177192,17809,37967,402964,23424,0,2,2,0
155563,49454,80069,182997,89119,1,0,1,0
153456,28410,87734,456982,138241,1,2,0,0
163829,63867,42419,278812,147318,4,0,1,0
15467,50646,38702,94369,75569,0,1,1,1
21829,60135,14522,347831,166391,0,0,1,1
12699,68165,85692,17441,30716,2,1,1,1
151854,74967,112454,9496,170310,1,1,2,1
159635,3712,104067,307633,32664,4,2,1,1
80033,79030,73910,228360,192044,3,0,2,1
140204,41598,78206,337044,26296,0,2,0,0
80577,74590,87173,469509,64771,2,4,1,1
104074,27115,46622,298030,182356,1,0,2,0
168878,17659,26312,263580,27569,3,2,1,0
145377,32646,86126,117922,40430,3,4,2,1
14879,5543,122284,178996,173420,0,4,2,1
117529,60558,125013,429750,31668,0,2,2,0
150569,53516,127219,481946,44104,4,2,1,1
112294,29954,123437,414868,145250,3,1,0,0
68165,11480,76775,399782,85311,1,0,2,0
122272,31139,83638,334796,12937,1,0,1,0
87055,67561,95455,430838,38135,2,0,1,1
29956,15819,11528,389925,86491,4,1,0,0
132872,20511,20119,338037,16167,2,1,2,0
65262,4681,90291,66008,144762,0,1,2,1
154741,20943,48785,100956,194499,4,1,0,0
124006,10832,146457,489114,145780,0,3,2,0
70428,11002,77501,32556,67963,1,2,0,1
20154,24194,33528,422618,4352,0,0,1,1
156521,56333,51205,10426,7504,2,1,0,1
108841,52185,126744,211293,8724,4,2,0,1
87297,78872,80333,199915,2596,4,3,1,1
85520,58326,87670,141854,173074,3,2,2,1
153317,10027,120704,396742,44361,1,4,1,0
102079,58465,33395,104162,130704,3,1,2,0
135744,56416,101512,139830,67009,1,4,0,1
37548,18371,115977,150716,154946,3,1,1,1
141126,66846,104682,442985,29312,2,1,2,0
158555,26558,53188,144084,33236,1,4,2,0
99467,32076,90337,115827,74264,4,2,2,1
195256,72613,68194,198579,111872,0,4,1,0
113558,68582,59456,55491,8043,4,3,0,1
146248,3936,41174,344776,88768,1,1,0,0
64331,62197,97367,327526,74319,2,0,1,1
110626,44942,26208,166250,140111,1,1,2,0
182031,26862,103949,435716,130223,4,1,1,0
94451,2365,82204,398216,57072,3,3,0,1
90220,52331,119459,339899,68783,3,0,0,1
108152,27280,149334,404282,146626,0,3,2,0
22153,59353,62092,243907,174224,0,3,1,1
191029,28887,14355,295845,172606,4,2,2,0
17279,43491,130738,469363,139333,2,3,2,1
194249,43724,20663,409336,153812,3,3,0,0
57335,43315,114922,308771,139375,4,4,0,1
44726,75751,40694,162325,155302,1,1,1,1
7665,27025,87661,382617,20998,4,0,1,1
28057,79244,107031,374857,105887,0,0,2,1
199855,70739,149741,113272,67902,4,1,2,1
100825,32780,45085,458715,20426,0,4,0,0
96005,68748,68528,497695,120631,2,3,2,1
186532,58260,22943,403522,167856,4,1,0,0
166046,27371,108746,101248,135008,0,1,0,1
73531,39097,60859,437507,196300,3,2,0,0
61790,65696,25648,61779,106371,0,1,1,1
149858,9815,31302,192136,85140,3,4,2,0
133451,52714,33814,155161,186903,2,1,0,0
91796,36476,142841,304422,178066,2,2,1,0
163638,52196,108679,179357,130861,3,4,0,1
11218,49892,74057,340753,142298,4,3,2,1
114345,37117,139980,398181,190550,4,0,1,0
195685,17373,55452,181161,6654,0,1,2,0
142432,53968,144815,400375,163223,4,2,0,0
107489,42348,87001,386413,76757,3,2,0,1
136572,8083,116598,212328,136615,2,4,1,1
101171,6613,120033,197935,171612,2,2,0,1
54057,18946,95237,267913,155955,4,1,2,0
38434,22102,31536,208963,198842,4,3,2,0
159731,23088,78464,368065,59998,0,3,2,0
42739,8389,27352,126788,117843,4,4,0,0
192867,58620,104279,94430,188186,4,4,2,1
196432,10246,69395,163558,161412,2,4,2,0
19860,17013,148479,33542,24935,1,0,1,1
24283,66470,96916,79552,38233,2,0,0,1
178806,1505,146435,441924,43614,2,4,2,0
135560,19861,79393,157743,64512,2,0,2,1
180210,53420,25489,59789,69925,1,4,0,0
8051,38090,38805,94978,44557,3,1,2,1
70994,16066,145793,340126,6304,0,3,2,0
125356,71834,121023,496666,181227,3,2,1,0
130023,37078,64918,406817,7711,4,2,2,1
107605,3970,79535,348714,121315,0,2,0,0
149457,5950,73944,424749,107437,2,3,0,0
177825,1561,63205,106948,59810,1,2,0,1
92154,28330,138514,295121,4983,0,1,0,0
172806,42837,127512,66786,4758,3,3,1,1
87673,21832,142940,259111,114869,1,0,2,1
24728,39857,135019,398496,102548,4,1,0,1
134068,79624,12821,317234,153588,1,2,1,0
109472,79632,141935,16148,86545,3,1,0,1
71189,8129,101954,285262,131515,1,3,1,0
101384,37204,127545,173312,126675,3,0,1,1
93876,54391,11607,260314,2953,2,3,1,0
114588,11154,135542,140119,88529,2,3,1,1
194802,26292,55111,468669,39491,0,1,1,0
130191,26234,76538,104570,163645,3,1,0,1
133993,11330,82553,172425,147083,1,1,0,0
174364,5250,33289,33087,75952,0,0,1,1
197112,58900,25494,378630,176238,2,0,2,0
93257,48070,15166,400337,145749,1,1,1,0
92409,37664,139926,263437,153515,4,3,0,1
17559,65231,118277,170116,21747,0,1,1,1
109294,48503,38207,295385,131130,4,3,2,0
122302,27190,82832,283527,124291,4,2,0,0
114369,22820,53794,395292,195926,0,3,0,0
37406,61572,50262,353464,154288,0,4,1,1
166607,75940,51516,277721,15015,0,4,0,0
157308,66640,93190,129516,176776,1,2,0,1
19878,9145,98578,18226,2802,0,1,0,1
128001,62126,81641,51712,183261,0,0,1,1
170201,24512,112077,210103,194626,0,3,0,1
15960,58920,31387,408540,63960,2,3,0,1
126269,75096,57452,303242,170307,4,0,1,0
151375,12303,60701,312655,80664,0,3,0,0
108550,6967,147733,77952,66046,0,2,2,1
63168,48322,80246,169964,15583,0,3,2,1
126270,15064,146692,99790,102985,2,3,0,1
82259,32046,15397,362069,83481,1,0,0,0
199291,1130,134293,14071,85517,0,0,2,1
86271,19158,41087,88114,184193,2,3,1,0
120675,60582,132603,416003,195775,1,0,1,0
135805,44653,92018,362736,91626,1,1,0,0
77799,62185,51538,282487,172304,2,1,2,1
119322,53079,52135,162138,119599,2,3,1,0
37959,49192,89711,141123,3449,1,4,2,1
168394,50710,24012,428105,17412,1,0,2,0
151836,15873,104485,371527,182102,3,2,2,0
74201,71388,15462,378976,162867,1,3,0,1
41230,48242,124688,491582,1783,1,2,2,1
63188,10872,104231,392004,179158,2,0,0,0
129158,34720,144363,205156,112808,3,0,1,1
98558,69770,36720,499858,13368,1,1,2,1
13734,12197,78895,234633,120424,1,2,0,1
186374,15624,34315,279566,170209,0,0,0,0
37743,15636,20108,204706,36180,3,0,0,0
60262,19929,93133,142195,115106,0,4,2,1
83886,30881,28409,448632,98171,1,0,0,0
49864,49691,82035,86675,22343,0,1,2,1
190770,26520,25784,379590,38079,4,3,2,0
121583,48720,24718,428813,61217,4,0,2,0
148936,8177,132318,237307,187282,2,1,0,1
18418,34854,98075,437166,65227,3,3,1,1
112504,10223,134202,10273,33519,0,0,1,1
129540,48988,93460,248792,104471,4,2,1,0
54056,11273,130484,97275,171488,1,2,2,1
186873,72436,124441,462552,100782,3,3,1,1
34373,27525,137716,366657,129401,3,4,0,1
102694,61455,46136,455641,56539,0,3,0,0
86526,35255,128209,242723,193358,3,4,1,1
26818,65555,108979,53629,115296,1,2,0,1
168822,37790,98405,378274,165493,1,0,2,0
172243,61526,23149,161466,145468,4,1,0,0
114813,31016,144266,294542,4789,1,1,1,0
64683,45331,44626,441719,158621,1,2,1,1
57664,8833,70658,230099,160545,1,3,1,0
70875,32920,124286,478187,98730,2,3,0,0
114825,66909,82618,25532,108197,4,2,1,1
14495,7837,40346,108621,23412,1,4,2,0
15934,30723,137968,413621,149820,2,2,0,1
153460,36523,111150,383094,188765,4,0,0,0
57776,19116,122858,219343,76620,3,4,0,1
99452,2919,33550,167596,185678,3,3,0,0
45118,28602,27540,166901,187381,3,1,0,1
153748,42844,19752,212620,171742,3,3,0,0
130332,29810,28302,328380,64467,1,1,2,0
8048,33290,68906,338781,29778,1,4,2,1
95036,58176,21957,334788,184688,0,2,0,1
35215,56319,51247,487518,129692,0,2,0,1
71714,35319,129058,278169,9780,2,4,0,0
108166,9179,109423,123076,135047,2,4,2,1
91706,28830,120076,465342,177817,1,1,1,0
108480,45167,67391,126543,128886,3,0,2,1
11015,21506,34067,392963,2056,2,0,0,1
57832,42771,107421,480021,177587,2,2,2,1
45151,1629,93463,96853,89432,3,1,0,1
55588,36085,21251,102420,156646,0,3,1,1
111393,39095,91897,81443,118005,0,0,0,1
173904,9445,39767,46057,172115,3,2,0,1
192160,77015,148470,395668,87208,0,1,1,0
30345,74335,139022,476436,136087,1,1,0,1
158023,26521,64431,272875,149816,4,0,2,0
81945,8172,37358,197385,129774,3,1,2,0
90997,67975,148876,440810,87189,3,4,2,1
104248,24604,126585,415351,168990,4,1,2,0
196781,10680,123508,95619,55037,1,3,2,1
162381,10349,38525,268092,14498,4,0,1,1
130983,74874,52517,126618,75885,3,3,2,0
50013,39913,55819,82168,92680,1,3,0,1
159557,2860,59875,145991,73947,2,2,0,0
28055,34890,38807,216992,47177,1,2,1,1
176050,16433,43282,76519,43578,3,1,2,1
70950,59612,74873,244469,115792,2,2,0,1
174451,15231,97385,41163,121880,4,0,0,1
60535,46110,145824,24507,124225,2,2,2,1
75559,982,139128,409362,185915,2,1,2,0
93567,23636,92850,420548,182506,2,4,0,0
178625,40880,62077,3625,38237,3,0,2,1
115174,57966,39024,463539,23202,4,4,0,1
103228,12941,25993,14620,123271,1,0,0,1
141099,63410,14260,299740,9012,3,3,2,1
30099,36992,129942,490128,117886,1,2,2,1
183448,33978,19218,283932,20501,2,4,1,0
181561,63721,149988,196983,31449,4,3,2,1
34379,37780,124944,258446,19984,2,2,2,1
149177,37499,21628,173104,196101,4,4,2,0
45800,35788,130754,483189,26240,4,2,2,1
69198,58739,22089,32600,177248,0,4,1,1
130540,31415,81895,342044,94330,2,4,0,0
82937,41936,117812,330019,81782,4,3,0,1
18317,69001,35622,6800,35539,3,0,2,1
90163,29369,26689,343603,38469,3,1,2,0
65012,69074,70021,482156,181854,3,3,2,1
84003,205,102945,12442,91826,4,3,1,1
24504,64270,105698,236104,189123,2,0,0,1
183054,27444,44571,223023,146461,0,2,2,0
77795,45168,77690,467518,114053,2,2,0,0
74110,76693,132428,19575,190012,4,1,2,1
105695,77332,137386,307181,112666,0,0,0,1
116264,30041,20715,415019,199978,4,0,0,0
26134,56143,79123,488775,176225,0,3,0,1
126657,66686,122841,32264,178625,2,0,2,1
119672,38345,49222,57755,8933,3,2,1,1
109691,21883,108818,360654,99251,1,4,0,0
33174,6861,147166,104649,51319,0,3,2,1
175372,54808,147015,211177,42616,1,3,0,1
47351,60040,132377,60616,154969,2,2,2,1
156186,19050,31125,487310,181468,4,4,1,0
93116,38973,100155,391987,13869,2,3,2,0
148194,43827,73576,21677,159295,3,1,2,1
80675,42325,50503,281658,56196,3,1,0,0
161133,9947,95550,342475,163704,0,3,2,0
48755,71988,47921,452219,46668,2,4,1,1
20839,2155,148091,54512,192762,1,0,1,1
79134,48974,120191,441012,179815,4,1,1,1
61321,58973,62414,418818,29692,0,0,0,1
29085,63964,32925,267759,37083,4,4,1,1
116093,44608,138788,19192,134403,2,0,1,1
73382,37586,62243,362710,58618,0,3,1,0
112960,37538,15833,416602,99341,2,0,0,0
175002,32407,14073,279811,147107,4,1,0,0
62702,29075,117721,333175,84217,1,2,2,0
24928,76521,49599,409991,66504,4,2,1,1
91284,43560,37256,6125,4370,3,4,1,1
169894,20113,106102,264813,180499,1,2,1,0
82818,47659,89737,409505,24406,0,1,0,0
87048,23461,23448,15198,73158,0,2,0,1
171033,43007,75470,183328,20739,2,3,0,0
90823,51431,20686,148608,34062,0,1,1,0
26673,10367,29629,120756,111641,4,2,2,0
17693,9241,112379,274795,157038,3,2,0,0
150320,24437,51150,246220,14999,0,1,0,0
74902,77994,108331,413831,11164,4,0,0,1
145119,44985,147649,476387,134942,1,1,1,0
88138,66141,138307,181894,144075,1,2,1,1
189667,30029,89023,444540,51962,2,1,0,0
89859,45957,92864,388502,43739,3,4,2,1
192323,61794,27580,378044,131895,1,0,0,0
82991,10607,92455,374684,114540,3,1,1,0
199131,17333,137182,490544,36668,1,0,2,0
52717,59426,100480,482112,135673,2,0,1,1
176276,20195,99229,375395,112265,2,1,2,0
48585,40264,94816,452477,34022,3,1,2,1
133145,10006,81819,369302,176148,1,1,1,0
167372,28896,60629,420822,39916,2,2,0,0
124623,56422,123216,329926,65391,2,3,1,0
78185,888,137574,188207,29424,2,3,0,1
14950,5413,49305,265713,66778,1,3,2,0
41163,49592,127431,8039,139270,2,1,0,1
55420,3436,103550,171929,16057,1,3,1,1
71013,60022,149978,140940,18546,4,0,1,1
118591,67381,39858,45330,190276,3,0,0,1
193327,48281,126972,113532,162308,4,0,2,1
60333,27277,143005,164586,89893,3,4,1,1
96200,792,93187,42510,170209,0,2,2,1
44632,36790,93568,260851,161957,0,1,2,1
114414,5171,28077,327018,169299,1,2,0,0
12048,22568,107583,468235,148617,1,1,2,1
169818,8709,137873,287502,114064,3,4,1,1
185361,58097,96728,178331,149911,2,0,2,1
91569,75665,105894,276051,21637,4,1,1,1
138661,23560,13034,131241,92449,0,0,0,0
58987,18225,90459,192176,20936,4,2,1,1
125877,39952,68945,218471,5380,2,4,0,0
167650,57331,102551,325959,71519,2,1,1,0
114365,36366,109830,237285,41911,3,0,1,1
131866,35779,46894,492133,79618,2,2,2,0
27300,68235,130605,40285,197627,1,0,2,1
124870,13698,82265,170801,11171,3,4,1,1
54948,34725,29450,406516,125900,0,1,0,1
25115,41997,120670,42738,132053,1,1,2,1
86666,8566,20728,367996,83911,0,1,0,0
155025,68408,44103,70949,180336,4,3,1,1
88905,27868,86970,63805,119779,4,4,0,1
153079,76864,144461,118105,124535,2,1,0,1
81022,41400,77628,182929,195439,0,1,0,0
6112,35545,58355,75561,165154,2,2,0,1
127978,56625,134359,333390,12588,2,1,0,0
29256,58348,138121,212044,189551,4,0,1,1
135145,2506,108120,151781,189607,0,0,1,1
48202,56588,144162,498017,59231,0,3,1,1
169813,21661,147164,428890,131642,4,3,0,1
74278,765,136355,238340,24198,1,2,1,1
116578,79833,149108,302508,115227,1,1,0,1
194463,77564,115447,281775,183724,4,1,1,0
107760,26897,111639,375993,111118,0,0,2,0
73289,31941,85172,3376,30783,1,1,1,1
21713,4858,69834,82060,135611,1,2,0,1
195241,21078,10869,497599,62624,3,4,2,0
111888,58185,127136,473137,174823,0,1,2,0
96150,57371,27216,303353,42987,0,1,2,0
47320,11301,136560,263035,153044,1,3,0,1
9192,16128,32836,286981,117028,1,0,0,1
27778,43130,26708,369625,155304,2,4,2,1
197268,26315,20052,281665,69690,2,1,0,0
109713,78059,112617,22030,171448,1,0,2,1
23055,25493,84861,383328,116524,2,1,1,1
41253,51884,86497,279849,175748,2,0,1,1
12101,62495,145815,8951,138086,4,1,1,1
195606,63209,118575,313062,139291,3,2,0,0
125014,36881,88950,7749,24182,2,3,0,1
157455,78578,126258,156484,13181,2,4,2,1
190751,28688,58017,489697,12939,3,0,1,1
121315,22942,146344,437350,155337,0,4,0,0
86560,69283,19297,64005,128833,2,2,1,1
164045,23117,132688,225963,7645,2,2,0,1
74702,15076,29377,140350,195880,4,0,0,0
147512,26245,77092,371598,132223,2,1,2,0
144111,47427,81839,189121,150125,4,1,1,0
115845,55413,75958,31275,26597,1,3,2,1
73908,55188,44710,380637,180122,1,2,0,1
81313,70683,15443,392414,131151,2,1,1,1
178804,79304,91785,126691,35391,3,2,1,1
132628,37748,144950,133021,151953,2,4,1,1
14958,59185,149769,87160,15493,1,1,2,1
170560,30493,121545,311146,23731,4,0,2,1
46410,54327,104948,192144,41041,0,0,2,1
182462,46052,53167,447803,61292,2,3,1,0
146779,13140,21093,475252,104089,3,2,2,0
141902,30608,112865,386822,47287,3,2,1,1
114839,17970,80218,207547,74362,3,2,2,1
155267,27315,93804,206318,41581,1,3,1,0
102357,75265,123984,354593,153256,2,2,2,1
67245,55467,45133,209803,174877,0,0,1,1
28557,70474,101228,261882,65074,4,0,0,1
156141,24400,16846,433568,23694,4,4,2,0
102661,59682,32970,404111,169143,4,2,2,0
62300,61915,149516,75147,76064,3,0,0,1
107715,26022,140992,436346,174953,3,1,2,0
118286,29639,147967,355659,52142,0,2,1,0
102812,33630,80063,130990,12247,3,3,0,1
5527,56521,15849,489052,50314,4,4,2,1
97229,72495,111390,435946,91937,3,3,1,1
87945,9963,130801,146509,147927,3,4,1,1
123636,13487,87384,455639,13155,4,3,0,1
157377,74543,45094,428314,164842,0,4,1,0
32881,63401,50122,243627,35297,1,0,0,1
56044,44084,100502,22152,84738,0,1,1,1
196021,25433,146377,189932,48648,2,1,1,1
108504,42642,43062,333777,41604,1,1,0,0
21494,44185,56235,132720,81213,1,1,2,1
113190,33149,114222,1316,60046,3,2,0,1
102504,64042,138295,154174,114430,0,2,1,1
55478,43677,21584,264250,144741,2,2,1,1
163554,60369,20015,344308,194095,4,3,0,0
185703,76190,64909,273709,27597,0,0,0,0
96837,49314,51965,359593,67957,3,2,2,0
197974,28317,129191,328897,35242,1,4,2,0
103724,13580,114134,358111,20742,1,3,0,0
149599,58139,124527,229482,41057,1,2,1,1
136114,22769,32449,431869,159931,0,2,1,0
122926,70780,134576,493654,69428,0,1,0,0
21119,30569,140078,169668,52967,4,3,2,1
117620,6668,90880,8195,102658,3,0,2,1
43250,16076,25376,232647,186911,3,2,0,0
163178,79845,34809,115095,131765,1,1,1,0
79710,11352,146064,53076,23354,0,1,2,1
117363,66003,117841,100726,89199,3,4,1,1
112507,40309,118173,28273,178625,1,2,0,1
133536,13679,102981,45310,83406,3,0,1,1
30933,45020,79285,372265,122747,2,1,2,1
147173,44917,102345,375067,83459,1,2,0,0
159641,41887,97971,448520,123299,4,3,0,0
119679,49531,90570,96621,9442,3,3,1,1
174632,58070,135608,453712,64557,0,0,1,0
53534,27930,133295,220114,115287,0,2,2,1
197590,32400,132609,132639,47878,2,4,1,1
63791,9684,102783,71727,83378,0,4,2,1
6354,53046,121098,65064,57184,3,0,2,1
12139,11226,115234,473514,83652,4,1,2,1
178302,63372,149066,3531,140415,2,4,1,1
99311,44789,54069,233470,140596,3,0,2,0
113345,63103,149175,451797,54203,2,3,1,0
193059,53238,126740,122217,146101,3,0,1,1
56464,21961,35357,132316,67952,2,0,1,0
10839,24992,123154,254166,176010,1,1,2,1
183152,74460,135626,474673,24260,4,4,1,1
177263,4930,145425,401048,180626,1,2,0,0
187461,73306,90630,466687,199283,0,2,0,0
198923,6544,24388,244335,1694,2,1,0,0
54294,38769,123289,102885,37855,4,4,2,1
87757,8463,36534,133441,156453,0,1,2,0
30407,62552,102303,460792,157242,4,2,1,1
180616,5900,50733,349380,131661,4,1,2,0
93435,49008,76794,79134,133938,2,3,0,1
189446,29404,75223,262781,103186,4,0,0,0
106976,45097,123271,294166,32202,0,3,0,0
28641,37479,32027,491679,42912,1,3,2,1
133773,42692,108884,32209,188635,2,2,1,1
143145,37827,76457,391401,68309,0,4,2,0
115078,42078,11865,96242,28887,4,1,2,0
116750,13394,14487,158413,108924,4,2,0,0
34605,71602,88206,453314,93375,3,4,1,1
61921,60760,77847,97547,43839,1,2,2,1
56761,9622,58423,42873,47565,4,0,2,1
98329,79852,38288,74492,19109,0,1,2,1
14864,74310,129454,243415,21017,1,4,0,1
105050,71333,26283,40857,51772,1,0,1,1
193226,6107,45561,207746,166340,0,2,1,0
173765,21248,28632,47547,12100,2,1,1,1
83944,50840,101641,96920,132533,2,0,1,1
33610,20995,17717,209939,64022,4,0,0,1
103039,46380,146800,294944,10886,4,4,1,1
33688,11063,33089,449158,182901,1,1,0,0
7438,23212,24026,382312,50998,0,4,2,1
111446,13105,77182,52147,75400,2,3,2,1
63001,58397,119591,224215,45778,1,1,1,1
106276,56908,104048,207748,145919,0,1,2,1
132343,9127,128251,159277,81163,4,0,0,1
61795,32333,46079,84225,24259,3,1,2,1
66829,38230,121364,318193,101762,1,2,2,0
124053,28820,105018,294939,113812,3,0,1,0
185562,74796,124165,49993,110780,2,4,1,1
178889,64544,101434,186782,50799,2,4,2,1
102379,60438,119987,470439,61926,1,0,0,0
99478,10148,122364,344963,150933,0,0,1,0
49621,60304,57431,99937,56172,3,2,1,1
140875,60805,28201,257636,28634,0,2,1,0
50775,74676,16798,459319,77160,2,0,2,1
54047,45955,143054,164936,121298,2,1,1,1
49350,15378,119168,249406,27924,1,2,0,0
35353,16192,146504,188297,96548,4,3,2,1
167358,76325,82427,87513,64014,4,0,1,1
103743,58630,101190,455987,51715,2,0,1,0
73745,36317,144150,420515,3543,3,4,0,1
77287,14425,61481,77347,72317,2,2,2,1
86099,25888,75836,168535,110478,0,3,1,0
133345,72843,39251,439802,74418,4,4,0,0
181950,5969,23162,65435,118504,3,2,1,0
65526,14693,102162,59090,133523,0,2,0,1
94552,16444,50443,147578,169456,2,2,2,0
29248,46162,137521,462841,68008,2,4,0,1
88230,34980,84990,170632,9554,1,3,1,0
53167,40428,77238,246150,193795,3,3,0,1
34602,54471,107081,23116,6674,1,0,1,1
163334,5177,21160,365020,7543,3,2,2,1
165679,17221,144395,314249,76151,4,0,2,1
68830,73967,149402,175225,8611,0,2,2,1
67714,48716,118722,328848,415,1,0,1,1
93444,71435,114448,272032,176371,2,2,1,1
6320,46032,87763,411123,38002,0,0,0,1
90591,48737,43367,211706,24061,0,4,2,0
138054,35765,92606,358566,109910,1,0,1,0
105063,63474,32592,374340,23618,0,1,1,1
127164,24154,42882,44917,82488,1,1,2,1
188564,2988,45919,179498,183239,1,0,2,0
36368,32228,56097,186845,159711,2,3,2,1
62955,59507,61033,217161,72972,4,3,1,1
178793,67228,42326,374770,173277,0,4,1,0
